link,name,id_obj,type,moving,inpath,distance,time_stamp,obj_near
https://drive.google.com/file/d/1riWeGnb-F2lhzlx3QDDRX31c9PAPNN9h/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:12,true
https://drive.google.com/file/d/1riWeGnb-F2lhzlx3QDDRX31c9PAPNN9h/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:13,true
https://drive.google.com/file/d/1riWeGnb-F2lhzlx3QDDRX31c9PAPNN9h/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:14,true
https://drive.google.com/file/d/1riWeGnb-F2lhzlx3QDDRX31c9PAPNN9h/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:15,true
,Bird2,2,Bird,true,false,1,:00,true
,Bird2,2,Bird,true,false,1,:01,true
,Bird2,2,Bird,true,false,1,:02,true
,Bird2,2,Bird,true,false,1,:03,true
,Bird2,2,Bird,true,false,1,:04,true
,Bird2,2,Bird,true,false,1,:05,true
,Bird2,2,Bird,true,false,1,:06,true
,Bird2,2,Bird,true,false,1,:07,true
,Bird2,2,Bird,true,false,1,:08,true
,Bird2,2,Bird,true,false,1,:09,true
,Bird2,2,Bird,true,false,1,:10,true
,Bird2,2,Bird,true,false,1,:11,true
,Bird2,2,Bird,true,false,1,:12,true
,Bird2,2,Bird,true,false,1,:13,true
,Bird2,2,Bird,true,false,1,:14,true
,Bird2,2,Bird,true,false,1,:15,true
,Bird3,3,Bird,true,false,1.5,:00,true
,Bird3,3,Bird,true,false,1.5,:01,true
,Bird3,3,Bird,true,false,1.5,:02,true
,Bird3,3,Bird,true,false,1.5,:03,true
,Bird3,3,Bird,true,false,1.5,:04,true
,Bird3,3,Bird,true,false,1.5,:05,true
,Bird3,3,Bird,true,false,1.5,:06,true
,Bird3,3,Bird,true,false,1.5,:07,true
,Bird3,3,Bird,true,false,1.5,:08,true
,Bird3,3,Bird,true,false,1.5,:09,true
,Bird3,3,Bird,true,false,1.5,:10,true
,Bird3,3,Bird,true,false,1.5,:11,true
,Bird3,3,Bird,true,false,1.5,:12,true
,Bird3,3,Bird,true,false,1.5,:13,true
,Bird3,3,Bird,true,false,1.5,:14,true
,Bird3,3,Bird,true,false,1.5,:15,true
,Bird4,4,Bird,true,false,2,:00,true
,Bird4,4,Bird,true,false,2,:01,true
,Bird4,4,Bird,true,false,2,:02,true
,Bird4,4,Bird,true,false,2,:03,true
,Bird4,4,Bird,true,false,2,:04,true
,Bird4,4,Bird,true,false,2,:05,true
,Bird4,4,Bird,true,false,2,:06,true
,Bird4,4,Bird,true,false,2,:07,true
,Bird4,4,Bird,true,false,2,:08,true
,Bird4,4,Bird,true,false,2,:09,true
,Bird4,4,Bird,true,false,2,:10,true
,Bird4,4,Bird,true,false,2,:11,true
,Bird4,4,Bird,true,false,2,:12,true
,Bird4,4,Bird,true,false,2,:13,true
,Bird4,4,Bird,true,false,2,:14,true
,Bird4,4,Bird,true,false,2,:15,true
,Bird5,5,Bird,true,false,2.5,:00,true
,Bird5,5,Bird,true,false,2.5,:01,true
,Bird5,5,Bird,true,false,2.5,:02,true
,Bird5,5,Bird,true,false,2.5,:03,true
,Bird5,5,Bird,true,false,2.5,:04,true
,Bird5,5,Bird,true,false,2.5,:05,true
,Bird5,5,Bird,true,false,2.5,:06,true
,Bird5,5,Bird,true,false,2.5,:07,true
,Bird5,5,Bird,true,false,2.5,:08,true
,Bird5,5,Bird,true,false,2.5,:09,true
,Bird5,5,Bird,true,false,2.5,:10,true
,Bird5,5,Bird,true,false,2.5,:11,true
,Bird5,5,Bird,true,false,2.5,:12,true
,Bird5,5,Bird,true,false,2.5,:13,true
,Bird5,5,Bird,true,false,2.5,:14,true
,Bird5,5,Bird,true,false,2.5,:15,true
,Bird6,6,Bird,true,false,3,:00,true
,Bird6,6,Bird,true,false,3,:01,true
,Bird6,6,Bird,true,false,3,:02,true
,Bird6,6,Bird,true,false,3,:03,true
,Bird6,6,Bird,true,false,3,:04,true
,Bird6,6,Bird,true,false,3,:05,true
,Bird6,6,Bird,true,false,3,:06,true
,Bird6,6,Bird,true,false,3,:07,true
,Bird6,6,Bird,true,false,3,:08,true
,Bird6,6,Bird,true,false,3,:09,true
,Bird6,6,Bird,true,false,3,:10,true
,Bird6,6,Bird,true,false,3,:11,true
,Bird6,6,Bird,true,false,3,:12,true
,Bird6,6,Bird,true,false,3,:13,true
,Bird6,6,Bird,true,false,3,:14,true
,Bird6,6,Bird,true,false,3,:15,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:00,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:01,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:02,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:03,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:04,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:05,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:06,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:07,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:08,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:09,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:10,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:11,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:12,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:13,true
https://drive.google.com/file/d/1Y42Fu2vTxXqMyFxyTaTPQESPRZvKvZ1d/view?usp=sharing,Bird1,1,Bird,true,false,1,:14,true
,Bird2,2,Bird,true,false,2,:00,true
,Bird2,2,Bird,true,false,2,:01,true
,Bird2,2,Bird,true,false,2,:02,true
,Bird2,2,Bird,true,false,2,:03,true
,Bird2,2,Bird,true,false,2,:04,true
,Bird2,2,Bird,true,false,2,:05,true
,Bird2,2,Bird,true,false,2,:06,true
,Bird2,2,Bird,true,false,2,:07,true
,Bird2,2,Bird,true,false,2,:08,true
,Bird2,2,Bird,true,false,2,:09,true
,Bird2,2,Bird,true,false,2,:10,true
,Bird2,2,Bird,true,false,2,:11,true
,Bird2,2,Bird,true,false,2,:12,true
,Bird2,2,Bird,true,false,2,:13,true
,Bird2,2,Bird,true,false,2,:14,true
,Bird3,3,Bird,true,false,3,:00,true
,Bird3,3,Bird,true,false,3,:01,true
,Bird3,3,Bird,true,false,3,:02,true
,Bird3,3,Bird,true,false,3,:03,true
,Bird3,3,Bird,true,false,3,:04,true
,Bird3,3,Bird,true,false,3,:05,true
,Bird3,3,Bird,true,false,3,:06,true
,Bird3,3,Bird,true,false,3,:07,true
,Bird3,3,Bird,true,false,3,:08,true
,Bird3,3,Bird,true,false,3,:09,true
,Bird3,3,Bird,true,false,3,:10,true
,Bird3,3,Bird,true,false,3,:11,true
,Bird3,3,Bird,true,false,3,:12,true
,Bird3,3,Bird,true,false,3,:13,true
,Bird3,3,Bird,true,false,3,:14,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:00,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:01,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:02,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:03,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:04,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:05,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:06,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:07,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:08,true
https://drive.google.com/file/d/1esrc-ubAFRCTWFPaK9ZU_Z7J8QP4KROx/view?usp=sharing,Bird1,1,Bird,true,false,1,:09,true
,Bird2,2,Bird,true,false,1.5,:00,true
,Bird2,2,Bird,true,false,1.5,:01,true
,Bird2,2,Bird,true,false,1.5,:02,true
,Bird2,2,Bird,true,false,1.5,:03,true
,Bird2,2,Bird,true,false,1.5,:04,true
,Bird2,2,Bird,true,false,1.5,:05,true
,Bird2,2,Bird,true,false,1.5,:06,true
,Bird2,2,Bird,true,false,1.5,:07,true
,Bird2,2,Bird,true,false,1.5,:08,true
,Bird2,2,Bird,true,false,1.5,:09,true
,Bird3,3,Bird,true,false,2,:00,true
,Bird3,3,Bird,true,false,2,:01,true
,Bird3,3,Bird,true,false,2,:02,true
,Bird3,3,Bird,true,false,2,:03,true
,Bird3,3,Bird,true,false,2,:04,true
,Bird3,3,Bird,true,false,2,:05,true
,Bird3,3,Bird,true,false,2,:06,true
,Bird3,3,Bird,true,false,2,:07,true
,Bird3,3,Bird,true,false,2,:08,true
,Bird3,3,Bird,true,false,2,:09,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:00,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:01,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:02,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:03,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:04,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:05,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:06,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:07,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:08,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:09,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:10,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:11,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:12,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:13,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:14,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:15,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:16,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:17,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:18,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:19,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:20,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:21,true
https://drive.google.com/file/d/1M1ewU8nStYMHRWnQdYI58zwZRcw-91LZ/view?usp=sharing,Bird1,2,Bird,true,false,1.5,:00,true
,Bird2,2,Bird,true,false,1.5,:01,true
,Bird2,2,Bird,true,false,1.5,:02,true
,Bird2,2,Bird,true,false,1.5,:03,true
,Bird2,2,Bird,true,false,1.5,:04,true
,Bird2,2,Bird,true,false,1.5,:05,true
,Bird2,2,Bird,true,false,1.5,:06,true
,Bird2,2,Bird,true,false,1.5,:07,true
,Bird2,2,Bird,true,false,1.5,:08,true
,Bird2,2,Bird,true,false,1.5,:09,true
,Bird2,2,Bird,true,false,1.5,:10,true
,Bird2,2,Bird,true,false,1.5,:11,true
,Bird2,2,Bird,true,false,1.5,:12,true
,Bird2,2,Bird,true,false,1.5,:13,true
,Bird2,2,Bird,true,false,1.5,:14,true
,Bird2,2,Bird,true,false,1.5,:15,true
,Bird2,2,Bird,true,false,1.5,:16,true
,Bird2,2,Bird,true,false,1.5,:17,true
,Bird2,2,Bird,true,false,1.5,:18,true
,Bird2,2,Bird,true,false,1.5,:19,true
,Bird2,2,Bird,true,false,1.5,:20,true
,Bird2,2,Bird,true,false,1.5,:21,true
,Bird3,3,Bird,true,false,2,:00,true
,Bird3,3,Bird,true,false,2,:01,true
,Bird3,3,Bird,true,false,2,:02,true
,Bird3,3,Bird,true,false,2,:03,true
,Bird3,3,Bird,true,false,2,:04,true
,Bird3,3,Bird,true,false,2,:05,true
,Bird3,3,Bird,true,false,2,:06,true
,Bird3,3,Bird,true,false,2,:07,true
,Bird3,3,Bird,true,false,2,:08,true
,Bird3,3,Bird,true,false,2,:09,true
,Bird3,3,Bird,true,false,2,:10,true
,Bird3,3,Bird,true,false,2,:11,true
,Bird3,3,Bird,true,false,2,:12,true
,Bird3,3,Bird,true,false,2,:13,true
,Bird3,3,Bird,true,false,2,:14,true
,Bird3,3,Bird,true,false,2,:15,true
,Bird3,3,Bird,true,false,2,:16,true
,Bird3,3,Bird,true,false,2,:17,true
,Bird3,3,Bird,true,false,2,:18,true
,Bird3,3,Bird,true,false,2,:19,true
,Bird3,3,Bird,true,false,2,:20,true
,Bird3,3,Bird,true,false,2,:21,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:00,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:01,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:02,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:03,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:04,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:05,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:06,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:07,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:08,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:09,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:10,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:11,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:12,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:13,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:14,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:15,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:16,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:17,true
https://drive.google.com/file/d/1lT5SbBlJmbX4STtA7T-HoiuZjtrvvwTZ/view?usp=sharing,Bird1,1,Bird,true,false,1,:18,true
,Bird2,2,Bird,true,false,4,:00,true
,Bird2,2,Bird,true,false,4,:01,true
,Bird2,2,Bird,true,false,4,:02,true
,Bird2,2,Bird,true,false,4,:03,true
,Bird2,2,Bird,true,false,4,:04,true
,Bird2,2,Bird,true,false,4,:07,true
,Bird2,2,Bird,true,false,4,:08,true
,Bird2,2,Bird,true,false,4,:09,true
,Bird2,2,Bird,true,false,4,:10,true
,Bird2,2,Bird,true,false,4,:11,true
,Bird2,2,Bird,true,false,4,:15,true
,Bird2,2,Bird,true,false,4,:16,true
,Bird2,2,Bird,true,false,4,:17,true
,Bird2,2,Bird,true,false,4,:18,true
,Glider,3,Unidentified,true,false,10,:00,false
,Glider,3,Unidentified,true,false,10,:01,false
,Glider,3,Unidentified,true,false,10,:02,false
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:00,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:01,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:02,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:03,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:04,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:05,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:06,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:07,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.5,:08,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:09,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:10,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:11,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:12,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:13,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:14,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:15,true
https://drive.google.com/file/d/1sxD2fxJP5RDNzuyvmm3NSby2MxIyZ_OQ/view?usp=sharing,Bird1,1,Bird,true,false,0.25,:16,true
,Bird2,2,Bird,true,false,1,:00,true
,Bird2,2,Bird,true,false,1,:01,true
,Bird2,2,Bird,true,false,1,:02,true
,Bird2,2,Bird,true,false,1,:03,true
,Bird2,2,Bird,true,false,1,:04,true
,Bird2,2,Bird,true,false,1,:05,true
,Bird2,2,Bird,true,false,1,:06,true
,Bird2,2,Bird,true,false,1,:07,true
,Bird2,2,Bird,true,false,1,:08,true
,Bird2,2,Bird,true,false,0.75,:09,true
,Bird2,2,Bird,true,false,0.75,:10,true
,Bird2,2,Bird,true,false,0.75,:11,true
,Bird2,2,Bird,true,false,0.75,:12,true
,Bird2,2,Bird,true,false,0.75,:13,true
,Bird2,2,Bird,true,false,0.75,:14,true
,Bird2,2,Bird,true,false,0.75,:15,true
,Bird2,2,Bird,true,false,0.75,:16,true
,Bird3,3,Bird,true,false,1.5,:14,true
,Bird3,3,Bird,true,false,1.5,:15,true
,Bird3,3,Bird,true,false,1.5,:16,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:00,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:01,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:02,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:03,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:04,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:05,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:06,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:07,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:08,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:09,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:10,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:11,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:12,true
https://drive.google.com/file/d/1XTMaFSXzE7KfKSCPMaAHjeTooRFIhauR/view?usp=sharing,Bird,1,Bird,true,false,1,:13,true
